Book Name,Author,Rating,Rating_Filled,Number of Reviews,Log Reviews,Price,Description,Genre,Ranks and Genre,Audible Rank,Listening Time,Listening Time Minutes,Data_Source,Has_Description,Has_Genre,Has_Listening_Time,Book_Name_Key,Author_Key,Review_Group,Description_Length
"The Boy Who Was Raised as a Dog: And Other Stories from a Child Psychiatrist's Notebook -- What Traumatized Children Can Teach Us About Loss, Love, and Healing",Bruce D. Perry,4.9,4.9,2076.0,7.638679823876112,500.0,A renowned psychiatrist reveals how trauma affects children - and outlines the path to recovery.,Unknown,Unknown,,Unknown,,Advanced Only,1,0,0,"the boy who was raised as a dog: and other stories from a child psychiatrist's notebook -- what traumatized children can teach us about loss, love, and healing",bruce d. perry,1001+,96
"The Bulletproof Diet: Lose Up to a Pound a Day, Reclaim Your Energy and Focus, and Upgrade Your Life",Dave Asprey,4.3,4.3,1670.0,7.421177528595393,820.0,Unknown,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,"the bulletproof diet: lose up to a pound a day, reclaim your energy and focus, and upgrade your life",dave asprey,1001+,0
"The Burning Maze: The Trials of Apollo, Book 3",Rick Riordan,4.7,4.7,2079.0,7.640123172695364,888.0,"Penguin presents the audiobook edition of The Burning Maze by Rick Riordan, read by Robbie Daymond.",Action & Adventure Fantasy for Children | Children's Fantasy (Books) | Children's Action & Adventure,",#1,358 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Action & Adventure Fantasy for Children,#892 in Children's Fantasy (Books),#1,016 in Children's Action & Adventure",1358.0,13 hours and 8 minutes,788.0,Both,1,1,1,"the burning maze: the trials of apollo, book 3",rick riordan,1001+,99
"The Butterfly Garden: The Collector, Book 1",Dot Hutchison,4.4,4.4,10235.0,9.23366619727968,837.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"the butterfly garden: the collector, book 1",dot hutchison,1001+,0
The Camel Club,David Baldacci,4.4,4.4,1612.0,7.385851078125209,323.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the camel club,david baldacci,1001+,0
"The Chimp Paradox: The Acclaimed Mind Management Programme to Help You Achieve Success, Confidence and Happiness",Prof Steve Peters,4.6,4.6,5139.0,8.544808358449211,1093.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"the chimp paradox: the acclaimed mind management programme to help you achieve success, confidence and happiness",prof steve peters,1001+,0
The Choice: Embrace the Possible,Edith Eger,4.8,4.8,3475.0,8.153637486385282,888.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the choice: embrace the possible,edith eger,1001+,0
The Color Purple,Alice Walker,4.6,4.6,2337.0,7.757051142032013,668.0,"Winner of the Pulitzer Prize and the National Book Award, this novel about a resilient and courageous woman has become a Broadway show and a cultural phenomenon.",African American Literature | Historical Fiction | Literary Fiction,",#1,913 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in African American Literature,#62 in Historical Fiction (Audible Audiobooks & Originals),#116 in Literary Fiction",1913.0,7 hours and 58 minutes,478.0,Both,1,1,1,the color purple,alice walker,1001+,161
"The Colour of Magic: Discworld, Book 1",Terry Pratchett,4.5,4.5,2496.0,7.822845290279774,888.0,Brought to you by Penguin.,Humorous Fantasy | Epic Fantasy | Fantasy (Books),",#2,181 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Humorous Fantasy,#29 in Epic Fantasy,#1,502 in Fantasy (Books)",2181.0,6 hours and 55 minutes,415.0,Both,1,1,1,"the colour of magic: discworld, book 1",terry pratchett,1001+,26
The Communist Manifesto,Karl Marx,4.3,4.3,3060.0,8.026496938945412,32.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the communist manifesto,karl marx,1001+,0
The Communist Manifesto: Penguin Classics,Friedrich Engels,4.3,4.3,3086.0,8.034955024502159,888.0,Brought to you by Penguin.,Communism & Socialism | Political Philosophy | Political Science History & Theory,",#1,896 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Communism & Socialism,#6 in Political Philosophy,#9 in Political Science History & Theory",1896.0,7 hours and 32 minutes,452.0,Advanced Only,1,1,1,the communist manifesto: penguin classics,friedrich engels,1001+,26
"The Complete Guide to Fasting: Heal Your Body Through Intermittent, Alternate-Day, and Extended Fasting",Jimmy Moore,4.7,4.7,5649.0,8.639410824140487,668.0,Thousands of books have been written about the latest and greatest diets that will help people lose weight and improve health. But a key element in any successful nutritional health program is a tried-and-true method that most people haven't thought about - yet it could be revolutionary for taking health to the next level. This ancient secret is fasting.,"Diets, Nutrition & Healthy Eating | Healthy Living & Wellness | History (Books)",",#201 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Diets, Nutrition & Healthy Eating,#116 in Healthy Living & Wellness,#472 in History (Books)",201.0,7 hours and 36 minutes,456.0,Both,1,1,1,"the complete guide to fasting: heal your body through intermittent, alternate-day, and extended fasting",jimmy moore,1001+,356
The Compound Effect: Multiply Your Success One Simple Step at a Time,Darren Hardy,4.7,4.7,3974.0,8.287780027088433,608.0,"The Compound Effect contains the essence of what every super achiever needs to know, practice, and master to obtain extraordinary success. Inside you will hear strategies on:",Mentoring & Coaching | Leadership | Business Management,",#93 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Mentoring & Coaching,#5 in Leadership,#5 in Business Management",93.0,4 hours and 44 minutes,284.0,Both,1,1,1,the compound effect: multiply your success one simple step at a time,darren hardy,1001+,174
The Count of Monte Cristo,Alexandre Dumas,4.5,4.5,2330.0,7.754052639035757,1338.0,"Audie Award, Solo Narration - Male, 2009",French Literature | Classic Action & Adventure | Literary History & Criticism,",#588 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in French Literature,#1 in Classic Action & Adventure,#4 in Literary History & Criticism",588.0,46 hours and 56 minutes,2816.0,Both,1,1,1,the count of monte cristo,alexandre dumas,1001+,40
"The Cruel Prince: The Folk of the Air, Book 1",Holly Black,4.6,4.6,2456.0,7.806696372521179,1063.0,The start of a thrilling new fantasy series from best-selling author Holly Black about a mortal girl who finds herself caught in a dangerous web of royal faerie intrigue.,"Epic Fantasy for Teens | Children's Mysteries & Curiosities (Books) | Children's Family, Personal & Social Issues (Books)",",#1,827 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Epic Fantasy for Teens,#88 in Children's Mysteries & Curiosities (Books),#424 in Children's Family, Personal & Social Issues (Books)",1827.0,12 hours and 36 minutes,756.0,Both,1,1,1,"the cruel prince: the folk of the air, book 1",holly black,1001+,170
The Curious Incident of the Dog in the Night-Time (Unabridged),Mark Haddon,4.5,4.5,5424.0,8.59877317840866,888.0,"""The dog was lying on the grass in the middle of the lawn in front of Mrs Shears' house. It looked as if it was running on its side, the way dogs run when they think they are chasing a cat in a dream. But the dog was not running or asleep. The dog was dead. There was a garden fork sticking out of the dog.""",Crime Action Fiction | Coming of Age Fiction | Family Life Fiction,",#1,423 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Crime Action Fiction,#8 in Coming of Age Fiction,#16 in Family Life Fiction",1423.0,5 hours and 59 minutes,359.0,Both,1,1,1,the curious incident of the dog in the night-time (unabridged),mark haddon,1001+,307
The Da Vinci Code,Dan Brown,4.7,4.7,3836.0,8.252446090246952,1435.0,"A murder in the silent, late night halls of the Louvre reveals a sinister plot to uncover a secret that has been protected by a clandestine society since the days of Christ. The victim is a high-ranking agent of this ancient society who, in the moments before his death, manages to leave gruesome clues at the scene that only his cryptographer daughter and her symbologist friend can untangle. The duo becomes both suspects and detectives searching not only for the murderer, but also the stunning secret he was charged to protect.","Suspense | Religious & Spiritual Fiction | Crime, Thriller & Mystery (Books)",",#162 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Suspense,#23 in Religious & Spiritual Fiction,#144 in Crime, Thriller & Mystery (Books)",162.0,16 hours and 39 minutes,999.0,Both,1,1,1,the da vinci code,dan brown,1001+,531
"The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living",Ryan Holiday,4.7,4.7,2211.0,7.701652362642226,388.0,"From the team that brought you The Obstacle Is the Way and Ego Is the Enemy, a beautiful daily devotional of Stoic meditations.",Philosophy History | Greek & Roman Philosophy | Business Motivation & Self-Improvement,",#308 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Philosophy History,#2 in Greek & Roman Philosophy,#17 in Business Motivation & Self-Improvement",308.0,10 hours and 6 minutes,606.0,Both,1,1,1,"the daily stoic: 366 meditations on wisdom, perseverance, and the art of living",ryan holiday,1001+,127
The Dalai Lama's Cat + The Dalai Lama's Cat: Guided Meditations,David Michie,4.7,4.7,2032.0,7.617267813628347,1063.0,"Featuring a delightful cast of characters and timeless Buddhist wisdom, and with His Holiness' compassion pervading every chapter, The Dalai Lama's Cat is simply enchanting. Not so much fly-on-the-wall as cat-on-the-sill, this is the warmhearted tale of a small kitten rescued from the slums of New Delhi who finds herself in a beautiful sanctuary with sweeping views of the snowcapped Himalayas.",Unknown,",            5 star,          ,            ,              82%,            ,",,7 hours and 14 minutes,434.0,Both,1,0,1,the dalai lama's cat + the dalai lama's cat: guided meditations,david michie,1001+,396
"The Dark Prophecy: The Trials of Apollo, Book 2",Rick Riordan,4.7,4.7,2177.0,7.686162303492906,888.0,"The god Apollo, cast down to earth and trapped in the form of a gawky teenage boy as punishment, must set off on the second of his harrowing (and hilarious) trials. He and his companions seek the ancient oracles - restoring them is the only way for Apollo to reclaim his place on Mount Olympus - but this is easier said than done. Somewhere in the American Midwest is a haunted cave that may hold answers for Apollo in his quest to become a god again...if it doesn't kill him or drive him insane first.",Greek & Roman Fairy Tales for Children | Action & Adventure for Children | Children's Action & Adventure,",#1,241 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Greek & Roman Fairy Tales for Children,#16 in Action & Adventure for Children,#944 in Children's Action & Adventure",1241.0,12 hours and 32 minutes,752.0,Both,1,1,1,"the dark prophecy: the trials of apollo, book 2",rick riordan,1001+,502
The Deal,Elle Kennedy,4.7,4.7,2975.0,7.998335395952982,836.0,Unknown,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,the deal,elle kennedy,1001+,0
The Defining Decade: Why Your Twenties Matter and How to Make the Most of Them Now,Meg Jay,4.7,4.7,1768.0,7.478169694159785,569.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the defining decade: why your twenties matter and how to make the most of them now,meg jay,1001+,0
The Diabetes Code: Prevent and Reverse Type 2 Diabetes Naturally,Dr. Jason Fung,4.7,4.7,3071.0,8.030084094267563,1003.0,"From acclaimed author Dr. Jason Fung, a revolutionary guide to reversing diabetes.",Diabetes | Weight Loss Diets | Alternative & Complementary Medicine,",#434 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Diabetes,#3 in Weight Loss Diets,#14 in Alternative & Complementary Medicine",434.0,7 hours and 24 minutes,444.0,Both,1,1,1,the diabetes code: prevent and reverse type 2 diabetes naturally,dr. jason fung,1001+,82
The Dutch House,Ann Patchett,4.4,4.4,5864.0,8.676757761087575,721.0,Longlisted for the Women's Prize for Fiction 2020,Coming of Age Fiction | Family Life Fiction | Women's Fiction,",#381 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Coming of Age Fiction,#5 in Family Life Fiction,#6 in Women's Fiction",381.0,9 hours and 53 minutes,593.0,Both,1,1,1,the dutch house,ann patchett,1001+,49
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber,4.6,4.6,3021.0,8.013674142832684,11862.0,Unknown,Small Businesses | Self-Esteem | Entrepreneurship,",#416 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Small Businesses,#7 in Self-Esteem,#15 in Entrepreneurship (Audible Audiobooks & Originals)",416.0,8 hours and 5 minutes,485.0,Both,0,1,1,the e-myth revisited: why most small businesses don't work and what to do about it,michael e. gerber,1001+,0
The Easy Way to Stop Smoking,Allen Carr,4.6,4.6,2376.0,7.773594467360194,569.0,"Although so many guides to quitting smoking can feel patronizing or seem to ask too much, Allen Carr's unique approach has proved successful countless times. It is clear, easy to follow and genuinely motivational.",Smoking & Tobacco | Healthy Living & Wellness | Personal Development & Self-Help,",#545 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Smoking & Tobacco,#324 in Healthy Living & Wellness,#1,416 in Personal Development & Self-Help",545.0,5 hours and 59 minutes,359.0,Both,1,1,1,the easy way to stop smoking,allen carr,1001+,213
The Enemy: Jack Reacher 8,Lee Child,4.6,4.6,4314.0,8.36985260351753,1093.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the enemy: jack reacher 8,lee child,1001+,0
The Everything Store,Brad Stone,4.5,4.5,2133.0,7.665753431861699,888.0,Winner of the 2013 Financial Times and Goldman Sachs Business Book of the Year Award.,Commerce,",#5 in Commerce",,13 hours,780.0,Both,1,1,1,the everything store,brad stone,1001+,85
The Eyes of Darkness,Dean Koontz,4.3,4.3,3420.0,8.137688184977605,914.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the eyes of darkness,dean koontz,1001+,0
The Fallen,David Baldacci,4.7,4.7,3913.0,8.272315147956022,323.0,"Amos Decker, David Baldacci's unique special agent with the gift of a remarkable memory, returns in The Fallen.",Unknown,Unknown,,Unknown,,Both,1,0,0,the fallen,david baldacci,1001+,111
The Family Upstairs,Lisa Jewell,4.5,4.5,4314.0,8.36985260351753,888.0,Brought to you by Penguin.,Espionage Thrillers | Psychological Thrillers | Crime Fiction,",#1,614 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Espionage Thrillers,#25 in Psychological Thrillers,#40 in Crime Fiction",1614.0,9 hours and 37 minutes,577.0,Both,1,1,1,the family upstairs,lisa jewell,1001+,26
